original_text,reframed_text,strategy,original_with_label
I hope I go to sleep tonight and don't wake up for the next few days needabreak,When I sleep I will be able to rest and have energy for tomorrow,['neutralizing'],I hope I go to sleep tonight and don't wake up for the next few days needabreak Strategy: ['neutralizing']
I feel physically sick after noting down what I have on/to do each day this week and next,I need to organize myself and not let my chores harm me. I have a lot of things for this week and I need everything to be right.,"['growth', 'neutralizing']","I feel physically sick after noting down what I have on/to do each day this week and next Strategy: ['growth', 'neutralizing']"
"Don't go to college, it's a trap. The amount of homework I have done this week is simply retarded. and I am no where near done",The greatest satisfaction is when I finish all my college assignments.,['impermanence'],"Don't go to college, it's a trap. The amount of homework I have done this week is simply retarded. and I am no where near done Strategy: ['impermanence']"
I seriously need town and there is no chance I'm going in this weather fuckoffrain,Hopefully the rain will stop soon then I can get into town.,"['neutralizing', 'optimism']","I seriously need town and there is no chance I'm going in this weather fuckoffrain Strategy: ['neutralizing', 'optimism']"
Why are teachers taking 500 point grades when we have test in less than a week?,Hope the teachers do not take 500 point grades as we have tests in less than a week.,['optimism'],Why are teachers taking 500 point grades when we have test in less than a week? Strategy: ['optimism']
NASH fashion show is in like 2 months and I'm not even half way done with my dress,"2 months left for the NASH fashion show and my dress isn't done yet. All I can think is: ""it could be worse"".","['growth', 'impermanence', 'neutralizing']","NASH fashion show is in like 2 months and I'm not even half way done with my dress Strategy: ['growth', 'impermanence', 'neutralizing']"
"Lord, please give me peace and sanity to make it through the second half of this day.","I just need to be patient, this day is almost over... After I finish working I will be able to enjoy a relaxing time at home!","['growth', 'impermanence', 'optimism']","Lord, please give me peace and sanity to make it through the second half of this day. Strategy: ['growth', 'impermanence', 'optimism']"
"A very long moving day comes to an annoying end. Sadly my cars not healthy, luckily I'm buying a new one tomorrow","Had a long day moving, but thankful I get to buy a new car tomorrow!",['thankfulness'],"A very long moving day comes to an annoying end. Sadly my cars not healthy, luckily I'm buying a new one tomorrow Strategy: ['thankfulness']"
It's going to be so nice to have a day off tomorrow after the past couple days I've had,"Post two days of hard work, it's absolutely rewarding to have a day off :)",['optimism'],It's going to be so nice to have a day off tomorrow after the past couple days I've had Strategy: ['optimism']
"Just want all these daft prelims to be over and done with, absolutely hate history",I don’t like history and hope these prelims would be over soon.,"['neutralizing', 'optimism']","Just want all these daft prelims to be over and done with, absolutely hate history Strategy: ['neutralizing', 'optimism']"
I feel like its a problem if after work I feel worse then I did before. poor serverproblems,Being a server is a really hard job but I'm very driven to keep at it.,"['neutralizing', 'self_affirmation']","I feel like its a problem if after work I feel worse then I did before. poor serverproblems Strategy: ['neutralizing', 'self_affirmation']"
OMG anyone would think my husband is on death row tomorrow not going on holiday! stressed moody Get some cases,"My husband is going through a turbulence, but this will end and he will be well again.",['self_affirmation'],OMG anyone would think my husband is on death row tomorrow not going on holiday! stressed moody Get some cases Strategy: ['self_affirmation']
"I am nursing a headache because it is so hot today. Now as I watch Fed's game, I think I will end up complety sick.",It is so hot today making my head ache but I'm certain the ache will have disappeared by the time I finish watching Fed's game.,['optimism'],"I am nursing a headache because it is so hot today. Now as I watch Fed's game, I think I will end up complety sick. Strategy: ['optimism']"
Its been a long n stressful day 4 me Lord knows I somtimes wonder how I due it or try atleast Lost Confused but still,With my experience I learnt to overcome the confused situation.,['growth'],Its been a long n stressful day 4 me Lord knows I somtimes wonder how I due it or try atleast Lost Confused but still Strategy: ['growth']
You know when the more you think about something the more it winds you up Yeah that  fuming cross annoyed angry out,I will go to yoga and breathe because my anger is not forever,['impermanence'],You know when the more you think about something the more it winds you up Yeah that  fuming cross annoyed angry out Strategy: ['impermanence']
"Just after applying my nail polish (so neatly may I add), mum decides to give me 100000 chores to do in an instant. Staaaaaaaap",I just did my nails but now have chores to do though people have to do things so I have too even though I just did my nails.,['impermanence'],"Just after applying my nail polish (so neatly may I add), mum decides to give me 100000 chores to do in an instant. Staaaaaaaap Strategy: ['impermanence']"
Hate missing school 'cause then I get super behind in all my tough classes and have no idea how to do the homework.,"Henceforth, I will attend all classes.",['growth'],Hate missing school 'cause then I get super behind in all my tough classes and have no idea how to do the homework. Strategy: ['growth']
I lay I'm bed at 9 bc I'm exhaustedwhy can't I ever fall asleep before 10???,I lay I'm bed at 9 bc I'm exhaustedwhy can't I ever fall asleep before 10??? I should be thankful I have such a comfy bed to relax in.,['thankfulness'],I lay I'm bed at 9 bc I'm exhaustedwhy can't I ever fall asleep before 10??? Strategy: ['thankfulness']
So extremely exhausted. I have absolutely no patience for anything. What would it take to have some time to myself,I feel happy and strong. I have to learn how to be more patient and do things in order.,['optimism'],So extremely exhausted. I have absolutely no patience for anything. What would it take to have some time to myself Strategy: ['optimism']
if they really have a choice to end or pursue this miserable life .. why should they insist on keeping it! messed_out,It's good that people choose not to end their own life. It's hard sometimes but dying isn't worth it.,"['neutralizing', 'optimism']","if they really have a choice to end or pursue this miserable life .. why should they insist on keeping it! messed_out Strategy: ['neutralizing', 'optimism']"
"I'm seriously going crazy over here, so much going on in my life I just need a break. momlife finals keepingmyheadup","I think I'm going crazy, I'm taking a break, mom life is hard","['growth', 'neutralizing']","I'm seriously going crazy over here, so much going on in my life I just need a break. momlife finals keepingmyheadup Strategy: ['growth', 'neutralizing']"
[Wrong!] stressed 3rdwheel ugly ignored those are all the things that happen when your the 3rdwheel,stressed 3rdwheel ugly ignored those are all the things that happen when your the 3rdwheel,[Wrong!] stressed 3rdwheel ugly ignored those are all the things that happen when your the 3rdwheel ,[Wrong!] stressed 3rdwheel ugly ignored those are all the things that happen when your the 3rdwheel Strategy: [Wrong!] stressed 3rdwheel ugly ignored those are all the things that happen when your the 3rdwheel 
A resume of last months it's had been hard to me hate this situations and moments anxiety overthink,I have some anxiety and overthinking going on at the moment but I’m sure I’ll sort it out if I have help from a theapist.,"['neutralizing', 'optimism', 'self_affirmation']","A resume of last months it's had been hard to me hate this situations and moments anxiety overthink Strategy: ['neutralizing', 'optimism', 'self_affirmation']"
"Felling blah, down, stressed. I sometimes wish I had girl friends to just have a pizza/romantic movies night with. Boo. sad",I can think of a thousand positive aspects of being single,['thankfulness'],"Felling blah, down, stressed. I sometimes wish I had girl friends to just have a pizza/romantic movies night with. Boo. sad Strategy: ['thankfulness']"
"Really need some help making this decision. No matter what, someone is going to be mad.",I hope to get some help to make this decision.,"['neutralizing', 'optimism']","Really need some help making this decision. No matter what, someone is going to be mad. Strategy: ['neutralizing', 'optimism']"
Studying for this social studies test is pointless. There's no way I'm gonna remember all this for the test.,It's going to be hard but there's a chance I will pass if I cram really hard before the test,['optimism'],Studying for this social studies test is pointless. There's no way I'm gonna remember all this for the test. Strategy: ['optimism']
can someone pls take me somewhere where I can scream for a about a day,can someone pls take me somewhere where I can scream for a about a day and relax?,['optimism'],can someone pls take me somewhere where I can scream for a about a day Strategy: ['optimism']
"I hated that level too, I'm telling you now it hasn't a patch on 65.","I didn't like that level, but it made me appreciate the challenge of 65 even more.",['growth'],"I hated that level too, I'm telling you now it hasn't a patch on 65. Strategy: ['growth']"
Why am I always the one who is asked? Do it yourself. It's not that complicated. frustrated,I find it really hard to be patient with people especially when they keep asking me questions but I am improving every day.,"['growth', 'optimism']","Why am I always the one who is asked? Do it yourself. It's not that complicated. frustrated Strategy: ['growth', 'optimism']"
"Cutting down essays is so difficult, remind me not to go over the word limit again.",Ive learnt from this essay to structure and plan my essay before hand then I wont go over the word limit.,"['growth', 'optimism', 'self_affirmation']","Cutting down essays is so difficult, remind me not to go over the word limit again. Strategy: ['growth', 'optimism', 'self_affirmation']"
Stressing out and crying I need some sleep but I can't because I'm not packed for tomorrow :'( can't stop crying ugh!!,"I have to pack for tomorrow, and I am stressed out and crying. A good sleep would make me feel better.","['neutralizing', 'optimism']","Stressing out and crying I need some sleep but I can't because I'm not packed for tomorrow :'( can't stop crying ugh!! Strategy: ['neutralizing', 'optimism']"
i am so with myself why do i always take up 10 hours of my life to finish just a simple two page long essay,"It always takes me up to 10 hours to finish just a simple two-page long essay, but I always finish, and that's what's important.",['optimism'],i am so with myself why do i always take up 10 hours of my life to finish just a simple two page long essay Strategy: ['optimism']
Seriously! Is it me?! How do you get tickets for AppleMusicFestival ?! I can't even find how to apply!,"Even though it's been hard trying to find tickets, I'm optimistic that I'll soon find them.",['optimism'],Seriously! Is it me?! How do you get tickets for AppleMusicFestival ?! I can't even find how to apply! Strategy: ['optimism']
I guess midterms weren't enough so teachers decided to give me a test everyday this week,I will study hard and do well on my tests.,"['optimism', 'self_affirmation']","I guess midterms weren't enough so teachers decided to give me a test everyday this week Strategy: ['optimism', 'self_affirmation']"
How the frig do you get foxes out your half acre woodland/garden? So worried they will eat my cat  wildlife foxes  woodland garden trees fox animals gardenlife nature GardenersWorld anxiety,"Foxes are a pain to have as they eat cats and wildlife, but they are beautiful creatures, I will have to be careful with my cat.","['neutralizing', 'optimism']","How the frig do you get foxes out your half acre woodland/garden? So worried they will eat my cat  wildlife foxes  woodland garden trees fox animals gardenlife nature GardenersWorld anxiety Strategy: ['neutralizing', 'optimism']"
"Having a horrible day. Headache, feeling dizzy didn't eat anything all day. Lately it seems like I'm on a coffee diet only",My discomfort I can fix when I start eating well and stop having bad habits.,"['growth', 'neutralizing']","Having a horrible day. Headache, feeling dizzy didn't eat anything all day. Lately it seems like I'm on a coffee diet only Strategy: ['growth', 'neutralizing']"
I have to save so much money between now and may. That's going to be so difficult with my bills in the way.,I should save money for future.,['optimism'],I have to save so much money between now and may. That's going to be so difficult with my bills in the way. Strategy: ['optimism']
LAMINATE FLEERING IS A BASTARD TI KEEP CLEAN HOLY FUCK. NAE HOVERING THE FUCKER AGEN,Keeping laminate flooring clean is a challenge.,['neutralizing'],LAMINATE FLEERING IS A BASTARD TI KEEP CLEAN HOLY FUCK. NAE HOVERING THE FUCKER AGEN Strategy: ['neutralizing']
I need to tell myself assignments are due sooner than they are. Procrastination is a serious problem for me.  .,I'm going to stop procrastinating and work on my assignments as soon as I can.,['growth'],I need to tell myself assignments are due sooner than they are. Procrastination is a serious problem for me.  . Strategy: ['growth']
"Super stressed, still haven't found an apartment and our lease is up in 19 days.",I will try my best to find an apartment before we are up to our lease.,['self_affirmation'],"Super stressed, still haven't found an apartment and our lease is up in 19 days. Strategy: ['self_affirmation']"
It'll be a miracle if I can make it out of this semester alive. Frustrated,"This semester is killing me, but I know when it's I'll look back proud","['impermanence', 'neutralizing']","It'll be a miracle if I can make it out of this semester alive. Frustrated Strategy: ['impermanence', 'neutralizing']"
somehow managed to loose 300 songs switching music from the ancient computer to my laptop,I hope I am able to recover my lost songs from the cloud backup.,['optimism'],somehow managed to loose 300 songs switching music from the ancient computer to my laptop Strategy: ['optimism']
I've had no weekend or a lot of free time at all this week! workedup :(,I am looking forward to a good weekend and much leisure time as I  have put in a lot of hard work until now.,"['neutralizing', 'optimism']","I've had no weekend or a lot of free time at all this week! workedup :( Strategy: ['neutralizing', 'optimism']"
Why is life so hard? Why is it impossible to please everyone? Why cant i have a break?,"Life is hard  we can't please everyone.  I just need to take some time off,  think about my well being to learn to deal Iwith life","['impermanence', 'neutralizing']","Why is life so hard? Why is it impossible to please everyone? Why cant i have a break? Strategy: ['impermanence', 'neutralizing']"
It's fucked up how so many things are associated with the people In your life.,So many associations come with the people in your life...,['neutralizing'],It's fucked up how so many things are associated with the people In your life. Strategy: ['neutralizing']
"The way my arm is in so much pain today. :( I have jobs apps to finish, an article to redraft and videos to edit.",I will finish my work on time despite my illness.,['growth'],"The way my arm is in so much pain today. :( I have jobs apps to finish, an article to redraft and videos to edit. Strategy: ['growth']"
"Dear life, when i asked if you could get any worse, it was a rhetorical question.. 3 tests tomorrow.",3 tests tomorrow I have to prepare for that.,['growth'],"Dear life, when i asked if you could get any worse, it was a rhetorical question.. 3 tests tomorrow. Strategy: ['growth']"
Having horrible ankle probs. no clue why. Feeling like if I step wrong ill snap it in half.,"Having some bad ankle problems, no clue why. I'll take this opportunity and do some health checkups.","['neutralizing', 'optimism']","Having horrible ankle probs. no clue why. Feeling like if I step wrong ill snap it in half. Strategy: ['neutralizing', 'optimism']"
Ugh it's going to be a long night I have no reason to be sad wtf is wrong with me :(,"Looks like it's going to be a long night for me, time to think of all the people I am thankful for in my life",['thankfulness'],Ugh it's going to be a long night I have no reason to be sad wtf is wrong with me :( Strategy: ['thankfulness']
Today has been a very very bad day for me. I just want to cry! pissedtfoff,The next day will be a good day for me.,['growth'],Today has been a very very bad day for me. I just want to cry! pissedtfoff Strategy: ['growth']
Sitting in my car in Calvary debating if I wanna go to class or just sleep here in Marla,"I am very tired today, maybe I should think about sleeping here in Marla a little bit and not going to class.",['neutralizing'],Sitting in my car in Calvary debating if I wanna go to class or just sleep here in Marla Strategy: ['neutralizing']
Cba with uni today. Just wanna stay in bed and sleep. I know I was exhausted when I didn't make it under my duvet,I wish I was in a bunker crying and listening to Radiohead but I need to make my life better. Let's do it!,"['impermanence', 'optimism']","Cba with uni today. Just wanna stay in bed and sleep. I know I was exhausted when I didn't make it under my duvet Strategy: ['impermanence', 'optimism']"
Wide awake!!!! If I'm not asleep by 5am (highly likely) I'm getting up as no point staring at the ceiling any longer! insomnia,I hope I can get a bit of sleep shortly so that I can get up all fresh and ready in the morning.,['optimism'],Wide awake!!!! If I'm not asleep by 5am (highly likely) I'm getting up as no point staring at the ceiling any longer! insomnia Strategy: ['optimism']
"little zanex, weed, a shot and my e-cig at home beats getting drunk at a bar over hopefully nothing FF np","Going to have the most chill night ever, zanex, weed, a shot and my e-cig.","['neutralizing', 'optimism', 'thankfulness']","little zanex, weed, a shot and my e-cig at home beats getting drunk at a bar over hopefully nothing FF np Strategy: ['neutralizing', 'optimism', 'thankfulness']"
I hate when I can't remember if I did something or not. I would think about it right before I go to sleep.,I need to learn to pay attention to things so I don't end up forgetting what is important just before going to sleep.,"['growth', 'impermanence', 'optimism']","I hate when I can't remember if I did something or not. I would think about it right before I go to sleep. Strategy: ['growth', 'impermanence', 'optimism']"
"Rp tomorrow, test Tuesday, two tests and a paper due Wednesday. Can it be Thursday yet?",So happy to know that all my papers and work will be done on thursday!,['thankfulness'],"Rp tomorrow, test Tuesday, two tests and a paper due Wednesday. Can it be Thursday yet? Strategy: ['thankfulness']"
Back to the vet with the Vader pup.  poor guy can't catch a break! we'llgetthere furbaby boxerdoglove,The vet will make my puppy all better!,['optimism'],Back to the vet with the Vader pup.  poor guy can't catch a break! we'llgetthere furbaby boxerdoglove Strategy: ['optimism']
"Speeches are gonna be the death of me, I have no time to study for history :/",I will organize my routine and include history studies!,['growth'],"Speeches are gonna be the death of me, I have no time to study for history :/ Strategy: ['growth']"
Omg im so bored literally doing nothing I have so much stuff going on at school presser,"Even though I'm bored now, I know that I will be busy soon with the amount of work I have coming.","['growth', 'optimism']","Omg im so bored literally doing nothing I have so much stuff going on at school presser Strategy: ['growth', 'optimism']"
"This is stupid, got lost on way bak now and then attacked by football mobs, then sum1 decided to try at run me off the road",I'm so glad I made it back after all the problems I had today.,"['neutralizing', 'optimism', 'thankfulness']","This is stupid, got lost on way bak now and then attacked by football mobs, then sum1 decided to try at run me off the road Strategy: ['neutralizing', 'optimism', 'thankfulness']"
I just don't want to deal w/ anything anymore. I've tired pushing it aside and faking a smile but I'm freaking from all the pressure.,I am under a lot of pressure right now I really look forward to catching a break.,['impermanence'],I just don't want to deal w/ anything anymore. I've tired pushing it aside and faking a smile but I'm freaking from all the pressure. Strategy: ['impermanence']
"I cringe at the thought of having surgery. Sadly, I'm realizing it has to be done. Stressed",I need to be brave and accept the fact that having the surgery is important to me.,"['optimism', 'self_affirmation']","I cringe at the thought of having surgery. Sadly, I'm realizing it has to be done. Stressed Strategy: ['optimism', 'self_affirmation']"
Looking forward to clearing my head tonight by hitting a little white ball around a bunch of grass.,Looking forward to clearing my head tonight to relax.,['neutralizing'],Looking forward to clearing my head tonight by hitting a little white ball around a bunch of grass. Strategy: ['neutralizing']
I'm prepared to spend every lunch in the library to catch up on everything I didn't do this weekend,I need to catch up on everything I didn't do over the weekend by spending every lunch in the library. I know I can do better than that in the future.,"['growth', 'optimism', 'self_affirmation']","I'm prepared to spend every lunch in the library to catch up on everything I didn't do this weekend Strategy: ['growth', 'optimism', 'self_affirmation']"
You know things are bad when Panthers fans are fighting each other. I feel like my parents are fighting. .,The panthers fans are fighting eachother but I guess it isn‚Äôt just me that finds this hard,"['impermanence', 'neutralizing']","You know things are bad when Panthers fans are fighting each other. I feel like my parents are fighting. . Strategy: ['impermanence', 'neutralizing']"
Missed greys and glee didn't get my work done and my togas still not finished Not a good night,"Even though I missed greys and glees and did not do anything else, I am fine with it because I needed time to relax.",['optimism'],Missed greys and glee didn't get my work done and my togas still not finished Not a good night Strategy: ['optimism']
CriticalThinking skills to protect the next generation from much ignorance (8 of 10): Teach kids how to consume the news and spot the drama without becoming stressed and hopeless.,Teaching kids how to consume the news and spot the drama can be stressful or make you feel hopeless but it's just part of the process.,['impermanence'],CriticalThinking skills to protect the next generation from much ignorance (8 of 10): Teach kids how to consume the news and spot the drama without becoming stressed and hopeless. Strategy: ['impermanence']
"everythings due thursday, but im handing in all my work tomorrow because i dont wanna come to school thursday.",Handing in all my work early then I can take thursday off.,"['growth', 'neutralizing', 'optimism']","everythings due thursday, but im handing in all my work tomorrow because i dont wanna come to school thursday. Strategy: ['growth', 'neutralizing', 'optimism']"
And now I discover that the nV Hotel won't be completed in time :-/ . What are my options please ?,"The nv hotel won't be completedn time, but there are other hotels I can go to instead.",['optimism'],And now I discover that the nV Hotel won't be completed in time :-/ . What are my options please ? Strategy: ['optimism']
my mind is telling me to do bad things to myself :( i am on 40mg of citalopram and my mind is fucked mentalhealth depressed,"I took some medicine, and my mind is telling me bad things; I believe I'm unwell, and I could take the opportunity to rest a little and wake up better.","['growth', 'optimism']","my mind is telling me to do bad things to myself :( i am on 40mg of citalopram and my mind is fucked mentalhealth depressed Strategy: ['growth', 'optimism']"
Drawing a fanart for someone and it HAS TO BE PERFECT OR THEY WILL HATE IT AND THEN HATE ME AND AAAAA No pressure though. Fanart,"I have to draw a fanart for someone, and I feel like it has to be perfect or they will hate it, and hate me. But I'm a good artist, and I should stop thinking like that.",['self_affirmation'],Drawing a fanart for someone and it HAS TO BE PERFECT OR THEY WILL HATE IT AND THEN HATE ME AND AAAAA No pressure though. Fanart Strategy: ['self_affirmation']
And the boiler keeps coming on randomly so I have to get up every night to turn it off needmoresleep,And the boiler keeps coming on randomly I have to buy one.,['self_affirmation'],And the boiler keeps coming on randomly so I have to get up every night to turn it off needmoresleep Strategy: ['self_affirmation']
Somedays you just gotta make decisions that you think will work out in the long run,In the long run I know I will have made a good decision.,['optimism'],Somedays you just gotta make decisions that you think will work out in the long run Strategy: ['optimism']
Poor day for football..being my only salvationnow onto 4 weeks of transfer tests.. nerves goodluckrob,I'm glad I have football in my life because the transfer tests are going to be a challenge for the next 4 weeks.,"['optimism', 'thankfulness']","Poor day for football..being my only salvationnow onto 4 weeks of transfer tests.. nerves goodluckrob Strategy: ['optimism', 'thankfulness']"
I don't think you realize that you make me the happiest person in the world and you aren't giving me the time of day! sad,Stop expecting things from others is a good way to get happiness too,['neutralizing'],I don't think you realize that you make me the happiest person in the world and you aren't giving me the time of day! sad Strategy: ['neutralizing']
3hrs sleep last night.. How did I manage a days wrk?? Hope I sleep tonight!! tired,"Tonight I'm going to go to bed early, I need a good night of rest.",['optimism'],3hrs sleep last night.. How did I manage a days wrk?? Hope I sleep tonight!! tired Strategy: ['optimism']
When both your massage therapist and chiropractor ask how bad and stressful your week was cause your all sorts of messed up.,My day was full of stress but I will go back to my big house to relax.,['impermanence'],When both your massage therapist and chiropractor ask how bad and stressful your week was cause your all sorts of messed up. Strategy: ['impermanence']
Having a bad day at work :( just wanna leave and go to my dads.. ugh,I can't wait for this day to finish so that I can go to my dad's place.,"['impermanence', 'optimism']","Having a bad day at work :( just wanna leave and go to my dads.. ugh Strategy: ['impermanence', 'optimism']"
Shout out to all those students trying to write papers and essays tonight!!! I feel your pain.,Students trying to write papers and essays tonight easily.,"['optimism', 'self_affirmation']","Shout out to all those students trying to write papers and essays tonight!!! I feel your pain. Strategy: ['optimism', 'self_affirmation']"
Really need to stop letting others destroy my inner peace. This week off jiujitsu has been hard.,I have to get over with letting others bother my inner peace. This week off jiujitsu has been challenging - but I got through it.,"['growth', 'neutralizing']","Really need to stop letting others destroy my inner peace. This week off jiujitsu has been hard. Strategy: ['growth', 'neutralizing']"
I won't have it done! I skipped a bullet then will go back to it I haven't a hope is an understatement :( gonna cry,"I get a new opportunity to achieve my goals, even If I fail again, I won't let that affect me, and keep improving!","['growth', 'impermanence', 'optimism']","I won't have it done! I skipped a bullet then will go back to it I haven't a hope is an understatement :( gonna cry Strategy: ['growth', 'impermanence', 'optimism']"
I'm not in the mood to deal with anyone whose going to be ignorant today. StraightPunchInTheFace Sick Tired,I hope I don ‘t have to deal with anybody whois going to be ignorant today.,"['neutralizing', 'optimism']","I'm not in the mood to deal with anyone whose going to be ignorant today. StraightPunchInTheFace Sick Tired Strategy: ['neutralizing', 'optimism']"
Wish I could click the pause button for this week.. So Much to do! So little time,I wish I could get some more time to finish my accumulated work for this week.,"['neutralizing', 'optimism']","Wish I could click the pause button for this week.. So Much to do! So little time Strategy: ['neutralizing', 'optimism']"
Half hour before I leave to go to match its not a good time to lose my season ticket !,We must learn from our mistakes. If I was an organized person I wouldn't lose this ticket!,['impermanence'],Half hour before I leave to go to match its not a good time to lose my season ticket ! Strategy: ['impermanence']
Instead of finding the titration equilibrium can I just take a bubble bath and then sleep for a few hundred days? OverIt,My sleep will be absolutely amazing later on.,['optimism'],Instead of finding the titration equilibrium can I just take a bubble bath and then sleep for a few hundred days? OverIt Strategy: ['optimism']
Nothing like leaving work crying.has to be one of the worst weeks I have had in forever! I hear a stiff drink calling my name!,The weekend is going to be so much fun! I can't wait to relax soon!,['impermanence'],Nothing like leaving work crying.has to be one of the worst weeks I have had in forever! I hear a stiff drink calling my name! Strategy: ['impermanence']
"This week has started of pretty terrible. I need to get away from all this, seriously need to go somewhere this winter to get away",As soon as the week is over I'll start planning my winter holliday.,['impermanence'],"This week has started of pretty terrible. I need to get away from all this, seriously need to go somewhere this winter to get away Strategy: ['impermanence']"
"I hate driving to Huntington, like why do I have to go help my boyfriend move into his apartment?",I love being able to help my boyfriend move because I get to spend more time with him.,"['optimism', 'thankfulness']","I hate driving to Huntington, like why do I have to go help my boyfriend move into his apartment? Strategy: ['optimism', 'thankfulness']"
"out today, Amanda is on a war path. I will take down anyone in my way..","I feel very fierce today, so I can face everyone.","['optimism', 'self_affirmation']","out today, Amanda is on a war path. I will take down anyone in my way.. Strategy: ['optimism', 'self_affirmation']"
It's sad when the only thing I look forward to everyday is my workout!,I enjoy working out and doing what I can stay healthy.,['optimism'],It's sad when the only thing I look forward to everyday is my workout! Strategy: ['optimism']
That feeling when your so frustrate and stressed out all you wanna do is cry  frustrated,That feeling very happy. Enjoy That situations.,['growth'],That feeling when your so frustrate and stressed out all you wanna do is cry  frustrated Strategy: ['growth']
"Haven't been to school in 2 weeks, tomorrows going to be rough. school track acro .","I haven't been to school in 2 weeks, really happy and thankfull to be able to come back tomorrow","['neutralizing', 'thankfulness']","Haven't been to school in 2 weeks, tomorrows going to be rough. school track acro . Strategy: ['neutralizing', 'thankfulness']"
Bad do when I'm lying wide awake and have been for the past 2 hours. not to mention im up at 6 overthinking,"I have been awake for the past two hours, and I am up at 6. Hope my day is good.","['neutralizing', 'optimism']","Bad do when I'm lying wide awake and have been for the past 2 hours. not to mention im up at 6 overthinking Strategy: ['neutralizing', 'optimism']"
"One exam down, 3 to go. Don't know why I put myself through the stress of an extra class! rockieerror uni",Only three more exams until the weekend! I can't wait,['impermanence'],"One exam down, 3 to go. Don't know why I put myself through the stress of an extra class! rockieerror uni Strategy: ['impermanence']"
"Everyday I hurt more and more both physically and emotionally. Reoccurring nightmares of my past are haunting me even more and my body hurts, making it difficult for me to",People can be haunted from their past making them feel hurt physically and emotionally but I will be able to go through it since future is in my hands.,['optimism'],"Everyday I hurt more and more both physically and emotionally. Reoccurring nightmares of my past are haunting me even more and my body hurts, making it difficult for me to Strategy: ['optimism']"
"so thankful i chose sleep and studying over work, still going to be a long day though","It's going to be a long day, but after I am done I can get some more rest.",['impermanence'],"so thankful i chose sleep and studying over work, still going to be a long day though Strategy: ['impermanence']"
"human resource management is so dull, how am I Ment to write 2,750 word essay on it","Human Resource Management is very dull and difficult to write a 2,750-word essay on, but it is a challenge I am up to and that I hope will help me grow to higher levels","['growth', 'neutralizing']","human resource management is so dull, how am I Ment to write 2,750 word essay on it Strategy: ['growth', 'neutralizing']"
Found my iPod which had been missing for the last 6months but now Im missing my camera :( Will actually cry if that doesnt turn up,"Thankfully I found my iPod, which has been missing for months. Now I can't find my camera, but I'm sure it will turn up, just like my iPod did.","['optimism', 'thankfulness']","Found my iPod which had been missing for the last 6months but now Im missing my camera :( Will actually cry if that doesnt turn up Strategy: ['optimism', 'thankfulness']"
I hate when my stress reaches the point that it interferes with my regular habits.,"Hate when I'm stressed, and it messes with me, but I know it will eventually pass","['impermanence', 'neutralizing']","I hate when my stress reaches the point that it interferes with my regular habits. Strategy: ['impermanence', 'neutralizing']"
so everyone else in the class gets to do this 200 point assignment in pairs.. except me. sweet. annoyed,"Ok, so I'm not part of a group. But that's a chance for me to show my stuff. I can handle this better than any two-person team even could!","['growth', 'self_affirmation']","so everyone else in the class gets to do this 200 point assignment in pairs.. except me. sweet. annoyed Strategy: ['growth', 'self_affirmation']"
Think the game was tough for the fans to watch look at poor Alex Anthopoulos stressed ALCS Jays,It is alright for fans to be tough to watch Alex Anthopoulos stressed.,['neutralizing'],Think the game was tough for the fans to watch look at poor Alex Anthopoulos stressed ALCS Jays Strategy: ['neutralizing']
"If you don't answer your emails, and you are never there for your ""office hours"" I already hate you as a professor",A teacher must respond to your emails and be present during their office hours.,['neutralizing'],"If you don't answer your emails, and you are never there for your ""office hours"" I already hate you as a professor Strategy: ['neutralizing']"
Xmas shopping is a ballache barging past me aint gettin u tha candle holder any quicker you little prick,Crowded Christmas shopping this year. Hope everyone gets what they're looking for!,"['neutralizing', 'thankfulness']","Xmas shopping is a ballache barging past me aint gettin u tha candle holder any quicker you little prick Strategy: ['neutralizing', 'thankfulness']"
I seriously have so much homework and I've only been to one class. I have a an essay and 8 questions out the book for US. WTF,I hope I am done with my classes soon so that I have an idea of the amount of homework to expect.,"['impermanence', 'optimism']","I seriously have so much homework and I've only been to one class. I have a an essay and 8 questions out the book for US. WTF Strategy: ['impermanence', 'optimism']"
I have problems of my own right now i dont need more to worry about,I'm going to start thinking more positively about my problems.,['optimism'],I have problems of my own right now i dont need more to worry about Strategy: ['optimism']
If I feel like I did bad on this test tomorrow I'm checking out for an extra long weekend! holiday screwmath,"I am going to go out for an extra long weekend, if I feel I have not done well on this test tomorrow! Holiday screwmath",['neutralizing'],If I feel like I did bad on this test tomorrow I'm checking out for an extra long weekend! holiday screwmath Strategy: ['neutralizing']
The worst moment of your life when you just now remember you have a final tomorrow :(:( daysmixedup,I need to use a calendar and notification system to avoid forgetting about important tests.,['growth'],The worst moment of your life when you just now remember you have a final tomorrow :(:( daysmixedup Strategy: ['growth']
This month is so up and down. Some good news followed by the worst news. Onto the bad again..,This month has good news followed by bad news. One has to cope up with it as life has ups and downs.,['growth'],This month is so up and down. Some good news followed by the worst news. Onto the bad again.. Strategy: ['growth']
I gave you the warning that I'd be sassy and extremely pissed off this week examsgalore,I thought you would know that I would not be in a good mood because of my exams.,['neutralizing'],I gave you the warning that I'd be sassy and extremely pissed off this week examsgalore Strategy: ['neutralizing']
